Reference	Position	Depth
Kellermania_agaves_41	380	0
Kellermania_agaves_41	381	0
Kellermania_agaves_41	382	0
Kellermania_agaves_41	383	0
Kellermania_agaves_41	384	0
Kellermania_agaves_41	385	0
Kellermania_agaves_41	386	0
Kellermania_agaves_41	387	0
Kellermania_agaves_41	388	0
Kellermania_agaves_41	389	0
Kellermania_agaves_41	390	0
Kellermania_agaves_41	391	0
Kellermania_agaves_41	392	0
Kellermania_agaves_41	393	0
Kellermania_agaves_41	394	0
Kellermania_agaves_41	395	0
Kellermania_agaves_41	396	0
Kellermania_agaves_41	397	0
Kellermania_agaves_41	398	0
Kellermania_agaves_41	399	0
Kellermania_agaves_41	400	0
Kellermania_agaves_41	401	0
Kellermania_agaves_41	402	0
Kellermania_agaves_41	403	0
Kellermania_agaves_41	404	0
Kellermania_agaves_41	405	0
Kellermania_agaves_41	406	0
Kellermania_agaves_41	407	0
Kellermania_agaves_41	408	0
Kellermania_agaves_41	409	0
Kellermania_agaves_41	410	0
Kellermania_agaves_41	411	0
Kellermania_agaves_41	412	0
Kellermania_agaves_41	413	0
Kellermania_agaves_41	414	0
Kellermania_agaves_41	415	0
Kellermania_agaves_41	416	0
Kellermania_agaves_41	417	0
Kellermania_agaves_41	418	0
Kellermania_agaves_41	419	0
Kellermania_agaves_41	420	0
Kellermania_agaves_41	421	0
Kellermania_agaves_41	422	0
Kellermania_agaves_41	423	0
Kellermania_agaves_41	424	0
Kellermania_agaves_41	425	0
Kellermania_agaves_41	426	0
Kellermania_agaves_41	427	0
Kellermania_agaves_41	428	0
Kellermania_agaves_41	429	0
Kellermania_agaves_41	430	0
Kellermania_agaves_41	431	0
Kellermania_agaves_41	432	0
Kellermania_agaves_41	433	0
Kellermania_agaves_41	434	0
Kellermania_agaves_41	435	0
Kellermania_agaves_41	436	0
Kellermania_agaves_41	437	0
Kellermania_agaves_41	438	0
Kellermania_agaves_41	439	0
Kellermania_agaves_41	440	0
Kellermania_agaves_41	441	0
Kellermania_agaves_41	442	0
Kellermania_agaves_41	443	0
Kellermania_agaves_41	444	0
Kellermania_agaves_41	445	0
Kellermania_agaves_41	446	0
Kellermania_agaves_41	447	0
Kellermania_agaves_41	448	0
Kellermania_agaves_41	449	0
Kellermania_agaves_41	450	0
Kellermania_agaves_41	451	0
Kellermania_agaves_41	452	0
Kellermania_agaves_41	453	0
Kellermania_agaves_41	454	0
Kellermania_agaves_41	455	0
Kellermania_agaves_41	456	0
Kellermania_agaves_41	457	0
Kellermania_agaves_41	458	0
Kellermania_agaves_41	459	0
Kellermania_agaves_41	460	0
Kellermania_agaves_41	461	0
Kellermania_agaves_41	462	0
Kellermania_agaves_41	463	0
Kellermania_agaves_41	464	0
Kellermania_agaves_41	465	0
Kellermania_agaves_41	466	0
Kellermania_agaves_41	467	0
Kellermania_agaves_41	468	0
Kellermania_agaves_41	469	0
Kellermania_agaves_41	470	0
Kellermania_agaves_41	471	0
Kellermania_agaves_41	472	0
Kellermania_agaves_41	473	0
Kellermania_agaves_41	474	0
Kellermania_agaves_41	475	0
Kellermania_agaves_41	476	0
Kellermania_agaves_41	477	0
Kellermania_agaves_41	478	0
Kellermania_agaves_41	479	0
Kellermania_agaves_41	480	0
Kellermania_agaves_41	481	0
Kellermania_agaves_41	482	0
Kellermania_agaves_41	483	0
Kellermania_agaves_41	484	0
Kellermania_agaves_41	485	0
Kellermania_agaves_41	486	0
Kellermania_agaves_41	487	0
Kellermania_agaves_41	488	0
Kellermania_agaves_41	489	0
Kellermania_agaves_41	490	0
Kellermania_agaves_41	491	0
Kellermania_agaves_41	492	0
Kellermania_agaves_41	493	0
Kellermania_agaves_41	494	0
Kellermania_agaves_41	495	0
Kellermania_agaves_41	496	0
Kellermania_agaves_41	497	0
Kellermania_agaves_41	498	0
Kellermania_agaves_41	499	0
Kellermania_agaves_41	500	0
Kellermania_agaves_41	501	0
Kellermania_agaves_41	502	0
Kellermania_agaves_41	503	0
Kellermania_agaves_41	504	0
Kellermania_agaves_41	505	0
Kellermania_agaves_41	506	0
Kellermania_agaves_41	507	0
Kellermania_agaves_41	508	0
Kellermania_agaves_41	509	0
Kellermania_agaves_41	510	0
Kellermania_agaves_41	511	0
Kellermania_agaves_41	512	0
Kellermania_agaves_41	513	0
Kellermania_agaves_41	514	0
Kellermania_agaves_41	515	0
Kellermania_agaves_41	516	0
Kellermania_agaves_41	517	0
Kellermania_agaves_41	518	0
Kellermania_agaves_41	519	0
Kellermania_agaves_41	520	0
Kellermania_agaves_41	521	0
Kellermania_agaves_41	522	0
Kellermania_agaves_41	523	0
Kellermania_agaves_41	524	0
Kellermania_agaves_41	525	0
Kellermania_agaves_41	526	0
Kellermania_agaves_41	527	0
Kellermania_agaves_41	528	0
Kellermania_agaves_41	529	0
Kellermania_agaves_41	530	0
Kellermania_agaves_41	531	0
Kellermania_agaves_41	532	0
Kellermania_agaves_41	533	0
Kellermania_agaves_41	534	0
Kellermania_agaves_41	535	0
Kellermania_agaves_41	536	0
Kellermania_agaves_41	537	0
Kellermania_agaves_41	538	0
Kellermania_agaves_41	539	0
Kellermania_agaves_41	540	0
Kellermania_agaves_41	541	0
Kellermania_agaves_41	542	0
Kellermania_agaves_41	543	0
Kellermania_agaves_41	544	0
Kellermania_agaves_41	545	0
Kellermania_agaves_41	546	0
Kellermania_agaves_41	547	0
Kellermania_agaves_41	548	0
Kellermania_agaves_41	549	0
Kellermania_agaves_41	550	0
Kellermania_agaves_41	551	0
Kellermania_agaves_41	552	0
Kellermania_agaves_41	553	0
Kellermania_agaves_41	554	0
Kellermania_agaves_41	555	0
Kellermania_agaves_41	556	0
Kellermania_agaves_41	557	0
Kellermania_agaves_41	558	0
Kellermania_agaves_41	559	0
Kellermania_agaves_41	560	0
Kellermania_agaves_41	561	0
Kellermania_agaves_41	562	0
Kellermania_agaves_41	563	0
Kellermania_agaves_41	564	0
Kellermania_agaves_41	565	0
Kellermania_agaves_41	566	0
Kellermania_agaves_41	567	0
Kellermania_agaves_41	568	0
Kellermania_agaves_41	569	0
Kellermania_agaves_41	570	0
Kellermania_agaves_41	571	0
Kellermania_agaves_41	572	0
Kellermania_agaves_41	573	0
Kellermania_agaves_41	574	0
Kellermania_agaves_41	575	0
Kellermania_agaves_41	576	0
Kellermania_agaves_41	577	0
Kellermania_agaves_41	578	0
Kellermania_agaves_41	579	0
Kellermania_agaves_41	580	0
Kellermania_agaves_41	581	0
Kellermania_agaves_41	582	0
Kellermania_agaves_41	583	0
Kellermania_agaves_41	584	0
Kellermania_agaves_41	585	0
Kellermania_agaves_41	586	0
Kellermania_agaves_41	587	0
Kellermania_agaves_41	588	0
Kellermania_agaves_41	589	0
Kellermania_agaves_41	590	0
Kellermania_agaves_41	591	0
Kellermania_agaves_41	592	0
Kellermania_agaves_41	593	0
Kellermania_agaves_41	594	0
Kellermania_agaves_41	595	0
Kellermania_agaves_41	596	0
Kellermania_agaves_41	597	0
Kellermania_agaves_41	598	0
Kellermania_agaves_41	599	0
Kellermania_agaves_41	600	2
Kellermania_agaves_41	601	2
Kellermania_agaves_41	602	2
Kellermania_agaves_41	603	2
Kellermania_agaves_41	604	2
Kellermania_agaves_41	605	2
Kellermania_agaves_41	606	2
Kellermania_agaves_41	607	2
Kellermania_agaves_41	608	2
Kellermania_agaves_41	609	2
Kellermania_agaves_41	610	2
Kellermania_agaves_41	611	2
Kellermania_agaves_41	612	2
Kellermania_agaves_41	613	2
Kellermania_agaves_41	614	3
Kellermania_agaves_41	615	3
Kellermania_agaves_41	616	3
Kellermania_agaves_41	617	3
Kellermania_agaves_41	618	3
Kellermania_agaves_41	619	3
Kellermania_agaves_41	620	3
Kellermania_agaves_41	621	4
Kellermania_agaves_41	622	4
Kellermania_agaves_41	623	4
Kellermania_agaves_41	624	5
Kellermania_agaves_41	625	5
Kellermania_agaves_41	626	5
Kellermania_agaves_41	627	5
Kellermania_agaves_41	628	5
Kellermania_agaves_41	629	5
Kellermania_agaves_41	630	5
Kellermania_agaves_41	631	5
Kellermania_agaves_41	632	5
Kellermania_agaves_41	633	5
Kellermania_agaves_41	634	5
Kellermania_agaves_41	635	5
Kellermania_agaves_41	636	5
Kellermania_agaves_41	637	5
Kellermania_agaves_41	638	5
Kellermania_agaves_41	639	3
Kellermania_agaves_41	640	3
Kellermania_agaves_41	641	3
Kellermania_agaves_41	642	4
Kellermania_agaves_41	643	4
Kellermania_agaves_41	644	4
Kellermania_agaves_41	645	4
Kellermania_agaves_41	646	4
Kellermania_agaves_41	647	4
Kellermania_agaves_41	648	4
Kellermania_agaves_41	649	4
Kellermania_agaves_41	650	4
Kellermania_agaves_41	651	4
Kellermania_agaves_41	652	4
Kellermania_agaves_41	653	4
Kellermania_agaves_41	654	4
Kellermania_agaves_41	655	4
Kellermania_agaves_41	656	4
Kellermania_agaves_41	657	4
Kellermania_agaves_41	658	4
Kellermania_agaves_41	659	4
Kellermania_agaves_41	660	4
Kellermania_agaves_41	661	4
Kellermania_agaves_41	662	4
Kellermania_agaves_41	663	4
Kellermania_agaves_41	664	4
Kellermania_agaves_41	665	4
Kellermania_agaves_41	666	4
Kellermania_agaves_41	667	4
Kellermania_agaves_41	668	4
Kellermania_agaves_41	669	3
Kellermania_agaves_41	670	3
Kellermania_agaves_41	671	3
Kellermania_agaves_41	672	3
Kellermania_agaves_41	673	3
Kellermania_agaves_41	674	3
Kellermania_agaves_41	675	3
Kellermania_agaves_41	676	2
Kellermania_agaves_41	677	2
Kellermania_agaves_41	678	2
Kellermania_agaves_41	679	1
Kellermania_agaves_41	680	1
Kellermania_agaves_41	681	1
Kellermania_agaves_41	682	1
Kellermania_agaves_41	683	1
Kellermania_agaves_41	684	1
Kellermania_agaves_41	685	1
Kellermania_agaves_41	686	1
Kellermania_agaves_41	687	1
Kellermania_agaves_41	688	1
Kellermania_agaves_41	689	1
Kellermania_agaves_41	690	1
Kellermania_agaves_41	691	1
Kellermania_agaves_41	692	1
Kellermania_agaves_41	693	2
Kellermania_agaves_41	694	3
Kellermania_agaves_41	695	3
Kellermania_agaves_41	696	3
Kellermania_agaves_41	697	5
Kellermania_agaves_41	698	5
Kellermania_agaves_41	699	5
Kellermania_agaves_41	700	5
Kellermania_agaves_41	701	5
Kellermania_agaves_41	702	5
Kellermania_agaves_41	703	5
Kellermania_agaves_41	704	5
Kellermania_agaves_41	705	5
Kellermania_agaves_41	706	5
Kellermania_agaves_41	707	5
Kellermania_agaves_41	708	6
Kellermania_agaves_41	709	6
Kellermania_agaves_41	710	6
Kellermania_agaves_41	711	6
Kellermania_agaves_41	712	6
Kellermania_agaves_41	713	6
Kellermania_agaves_41	714	6
Kellermania_agaves_41	715	6
Kellermania_agaves_41	716	6
Kellermania_agaves_41	717	6
Kellermania_agaves_41	718	6
Kellermania_agaves_41	719	6
Kellermania_agaves_41	720	6
Kellermania_agaves_41	721	6
Kellermania_agaves_41	722	6
Kellermania_agaves_41	723	6
Kellermania_agaves_41	724	6
Kellermania_agaves_41	725	6
Kellermania_agaves_41	726	6
Kellermania_agaves_41	727	6
Kellermania_agaves_41	728	6
Kellermania_agaves_41	729	6
Kellermania_agaves_41	730	6
Kellermania_agaves_41	731	5
Kellermania_agaves_41	732	5
Kellermania_agaves_41	733	5
Kellermania_agaves_41	734	5
Kellermania_agaves_41	735	4
Kellermania_agaves_41	736	3
Kellermania_agaves_41	737	3
Kellermania_agaves_41	738	3
Kellermania_agaves_41	739	3
Kellermania_agaves_41	740	3
Kellermania_agaves_41	741	3
Kellermania_agaves_41	742	3
Kellermania_agaves_41	743	3
Kellermania_agaves_41	744	3
Kellermania_agaves_41	745	3
Kellermania_agaves_41	746	3
Kellermania_agaves_41	747	3
Kellermania_agaves_41	748	3
Kellermania_agaves_41	749	3
Kellermania_agaves_41	750	2
Kellermania_agaves_41	751	2
Kellermania_agaves_41	752	2
Kellermania_agaves_41	753	2
Kellermania_agaves_41	754	2
Kellermania_agaves_41	755	2
Kellermania_agaves_41	756	2
Kellermania_agaves_41	757	2
Kellermania_agaves_41	758	2
Kellermania_agaves_41	759	2
Kellermania_agaves_41	760	1
Kellermania_agaves_41	761	1
Kellermania_agaves_41	762	1
Kellermania_agaves_41	763	1
Kellermania_agaves_41	764	1
Kellermania_agaves_41	765	1
Kellermania_agaves_41	766	1
Kellermania_agaves_41	767	1
Kellermania_agaves_41	768	1
Kellermania_agaves_41	769	1
Kellermania_agaves_41	770	0
Kellermania_agaves_41	771	0
Kellermania_agaves_41	772	0
Kellermania_agaves_41	773	0
Kellermania_agaves_41	774	0
Kellermania_agaves_41	775	0
Kellermania_agaves_41	776	0
Kellermania_agaves_41	777	0
Kellermania_agaves_41	778	0
Kellermania_agaves_41	779	0
Kellermania_agaves_41	780	0
Kellermania_agaves_41	781	0
Kellermania_agaves_41	782	0
Kellermania_agaves_41	783	0
Kellermania_agaves_41	784	0
Kellermania_agaves_41	785	0
Kellermania_agaves_41	786	0
Kellermania_agaves_41	787	0
Kellermania_agaves_41	788	0
Kellermania_agaves_41	789	0
Kellermania_agaves_41	790	0
Kellermania_agaves_41	791	0
Kellermania_agaves_41	792	0
Kellermania_agaves_41	793	0
Kellermania_agaves_41	794	0
Kellermania_agaves_41	795	0
Kellermania_agaves_41	796	0
Kellermania_agaves_41	797	0
Kellermania_agaves_41	798	0
Kellermania_agaves_41	799	0
Kellermania_agaves_41	800	0
Kellermania_agaves_41	801	0
Kellermania_agaves_41	802	0
Kellermania_agaves_41	803	0
Kellermania_agaves_41	804	0
Kellermania_agaves_41	805	0
Kellermania_agaves_41	806	0
Kellermania_agaves_41	807	0
Kellermania_agaves_41	808	0
Kellermania_agaves_41	809	0
Kellermania_agaves_41	810	0
Kellermania_agaves_41	811	0
Kellermania_agaves_41	812	0
Kellermania_agaves_41	813	0
Kellermania_agaves_41	814	0
Kellermania_agaves_41	815	0
Kellermania_agaves_41	816	0
Kellermania_agaves_41	817	0
Kellermania_agaves_41	818	0
Kellermania_agaves_41	819	0
Kellermania_agaves_41	820	0
Kellermania_agaves_41	821	0
Kellermania_agaves_41	822	0
Kellermania_agaves_41	823	0
Kellermania_agaves_41	824	0
Kellermania_agaves_41	825	0
Kellermania_agaves_41	826	0
Kellermania_agaves_41	827	0
Kellermania_agaves_41	828	0
Kellermania_agaves_41	829	0
Kellermania_agaves_41	830	0
Kellermania_agaves_41	831	0
Kellermania_agaves_41	832	0
Kellermania_agaves_41	833	0
Kellermania_agaves_41	834	0
Kellermania_agaves_41	835	0
Kellermania_agaves_41	836	0
Kellermania_agaves_41	837	0
Kellermania_agaves_41	838	0
Kellermania_agaves_41	839	0
Kellermania_agaves_41	840	0
Kellermania_agaves_41	841	0
Kellermania_agaves_41	842	0
Kellermania_agaves_41	843	0
Kellermania_agaves_41	844	0
Kellermania_agaves_41	845	0
Kellermania_agaves_41	846	0
Kellermania_agaves_41	847	0
Kellermania_agaves_41	848	0
Kellermania_agaves_41	849	0
Kellermania_agaves_41	850	0
Kellermania_agaves_41	851	0
Kellermania_agaves_41	852	0
Kellermania_agaves_41	853	0
Kellermania_agaves_41	854	0
Kellermania_agaves_41	855	0
Kellermania_agaves_41	856	0
Kellermania_agaves_41	857	0
Kellermania_agaves_41	858	0
Kellermania_agaves_41	859	0
Kellermania_agaves_41	860	0
Kellermania_agaves_41	861	0
Kellermania_agaves_41	862	0
Kellermania_agaves_41	863	0
Kellermania_agaves_41	864	0
Kellermania_agaves_41	865	0
Kellermania_agaves_41	866	0
Kellermania_agaves_41	867	0
Kellermania_agaves_41	868	0
Kellermania_agaves_41	869	0
Kellermania_agaves_41	870	0
Kellermania_agaves_41	871	0
Kellermania_agaves_41	872	0
Kellermania_agaves_41	873	0
Kellermania_agaves_41	874	0
Kellermania_agaves_41	875	0
Kellermania_agaves_41	876	0
Kellermania_agaves_41	877	0
Kellermania_agaves_41	878	0
Kellermania_agaves_41	879	0
Kellermania_agaves_41	880	0
Kellermania_agaves_41	881	0
Kellermania_agaves_41	882	0
Kellermania_agaves_41	883	0
Kellermania_agaves_41	884	0
Kellermania_agaves_41	885	0
Kellermania_agaves_41	886	0
Kellermania_agaves_41	887	0
Kellermania_agaves_41	888	0
Kellermania_agaves_41	889	0
Kellermania_agaves_41	890	0
Kellermania_agaves_41	891	0
Kellermania_agaves_41	892	0
Kellermania_agaves_41	893	0
Kellermania_agaves_41	894	0
Kellermania_agaves_41	895	0
Kellermania_agaves_41	896	0
Kellermania_agaves_41	897	1
Kellermania_agaves_41	898	1
Kellermania_agaves_41	899	1
Kellermania_agaves_41	900	1
Kellermania_agaves_41	901	1
Kellermania_agaves_41	902	1
Kellermania_agaves_41	903	1
Kellermania_agaves_41	904	1
Kellermania_agaves_41	905	1
Kellermania_agaves_41	906	1
Kellermania_agaves_41	907	1
Kellermania_agaves_41	908	1
Kellermania_agaves_41	909	1
Kellermania_agaves_41	910	1
Kellermania_agaves_41	911	1
Kellermania_agaves_41	912	1
Kellermania_agaves_41	913	1
Kellermania_agaves_41	914	1
Kellermania_agaves_41	915	1
Kellermania_agaves_41	916	1
Kellermania_agaves_41	917	1
Kellermania_agaves_41	918	1
Kellermania_agaves_41	919	1
Kellermania_agaves_41	920	1
Kellermania_agaves_41	921	1
Kellermania_agaves_41	922	1
Kellermania_agaves_41	923	1
Kellermania_agaves_41	924	1
Kellermania_agaves_41	925	1
Kellermania_agaves_41	926	1
Kellermania_agaves_41	927	1
Kellermania_agaves_41	928	1
Kellermania_agaves_41	929	1
Kellermania_agaves_41	930	1
Kellermania_agaves_41	931	1
Kellermania_agaves_41	932	1
Kellermania_agaves_41	933	1
Kellermania_agaves_41	934	1
Kellermania_agaves_41	935	1
Kellermania_agaves_41	936	1
Kellermania_agaves_41	937	1
Kellermania_agaves_41	938	1
Kellermania_agaves_41	939	1
Kellermania_agaves_41	940	0
Kellermania_agaves_41	941	0
Kellermania_agaves_41	942	0
Kellermania_agaves_41	943	0
Kellermania_agaves_41	944	0
Kellermania_agaves_41	945	0
Kellermania_agaves_52	1	0
Kellermania_agaves_52	2	0
Kellermania_agaves_52	3	0
Kellermania_agaves_52	4	0
Kellermania_agaves_52	5	0
Kellermania_agaves_52	6	0
Kellermania_agaves_52	7	0
Kellermania_agaves_52	8	0
Kellermania_agaves_52	9	0
Kellermania_agaves_52	10	0
Kellermania_agaves_52	11	0
Kellermania_agaves_52	12	0
Kellermania_agaves_52	13	0
Kellermania_agaves_52	14	0
Kellermania_agaves_52	15	0
Kellermania_agaves_52	16	0
Kellermania_agaves_52	17	0
Kellermania_agaves_52	18	0
Kellermania_agaves_52	19	0
Kellermania_agaves_52	20	0
Kellermania_agaves_52	21	0
Kellermania_agaves_52	22	0
Kellermania_agaves_52	23	0
Kellermania_agaves_52	24	0
Kellermania_agaves_52	25	0
Kellermania_agaves_52	26	0
Kellermania_agaves_52	27	0
Kellermania_agaves_52	28	0
Kellermania_agaves_52	29	0
Kellermania_agaves_52	30	0
Kellermania_agaves_52	31	0
Kellermania_agaves_52	32	0
Kellermania_agaves_52	33	0
Kellermania_agaves_52	34	0
Kellermania_agaves_52	35	0
Kellermania_agaves_52	36	0
Kellermania_agaves_52	37	0
Kellermania_agaves_52	38	0
Kellermania_agaves_52	39	0
Kellermania_agaves_52	40	0
Kellermania_agaves_52	41	0
Kellermania_agaves_52	42	0
Kellermania_agaves_52	43	0
Kellermania_agaves_52	44	0
Kellermania_agaves_52	45	0
Kellermania_agaves_52	46	0
Kellermania_agaves_52	47	0
Kellermania_agaves_52	48	0
Kellermania_agaves_52	49	0
Kellermania_agaves_52	50	0
Kellermania_agaves_52	51	0
Kellermania_agaves_52	52	0
Kellermania_agaves_52	53	0
Kellermania_agaves_52	54	0
Kellermania_agaves_52	55	0
Kellermania_agaves_52	56	0
Kellermania_agaves_52	57	0
Kellermania_agaves_52	58	0
Kellermania_agaves_52	59	0
Kellermania_agaves_52	60	0
Kellermania_agaves_52	61	0
Kellermania_agaves_52	62	0
Kellermania_agaves_52	63	0
Kellermania_agaves_52	64	0
Kellermania_agaves_52	65	0
Kellermania_agaves_52	66	0
Kellermania_agaves_52	67	0
Kellermania_agaves_52	68	0
Kellermania_agaves_52	69	0
Kellermania_agaves_52	70	0
Kellermania_agaves_52	71	0
Kellermania_agaves_52	72	0
Kellermania_agaves_52	73	0
Kellermania_agaves_52	74	0
Kellermania_agaves_52	75	0
Kellermania_agaves_52	76	0
Kellermania_agaves_52	77	0
Kellermania_agaves_52	78	0
Kellermania_agaves_52	79	0
Kellermania_agaves_52	80	0
Kellermania_agaves_52	81	0
Kellermania_agaves_52	82	0
Kellermania_agaves_52	83	0
Kellermania_agaves_52	84	0
Kellermania_agaves_52	85	0
Kellermania_agaves_52	86	0
Kellermania_agaves_52	87	0
Kellermania_agaves_52	88	0
Kellermania_agaves_52	89	0
Kellermania_agaves_52	90	0
Kellermania_agaves_52	91	0
Kellermania_agaves_52	92	0
Kellermania_agaves_52	93	0
Kellermania_agaves_52	94	0
Kellermania_agaves_52	95	0
Kellermania_agaves_52	96	0
Kellermania_agaves_52	97	0
Kellermania_agaves_52	98	0
Kellermania_agaves_52	99	0
Kellermania_agaves_52	100	0
Kellermania_agaves_52	101	0
Kellermania_agaves_52	102	0
Kellermania_agaves_52	103	0
Kellermania_agaves_52	104	0
Kellermania_agaves_52	105	0
Kellermania_agaves_52	106	0
Kellermania_agaves_52	107	0
Kellermania_agaves_52	108	0
Kellermania_agaves_52	109	0
Kellermania_agaves_52	110	0
Kellermania_agaves_52	111	0
Kellermania_agaves_52	112	0
Kellermania_agaves_52	113	0
Kellermania_agaves_52	114	0
Kellermania_agaves_52	115	0
Kellermania_agaves_52	116	0
Kellermania_agaves_52	117	0
Kellermania_agaves_52	118	0
Kellermania_agaves_52	119	0
Kellermania_agaves_52	120	0
Kellermania_agaves_52	121	0
Kellermania_agaves_52	122	0
Kellermania_agaves_52	123	0
Kellermania_agaves_52	124	0
Kellermania_agaves_52	125	0
Kellermania_agaves_52	126	0
Kellermania_agaves_52	127	0
Kellermania_agaves_52	128	0
Kellermania_agaves_52	129	0
Kellermania_agaves_52	130	0
Kellermania_agaves_52	131	0
Kellermania_agaves_52	132	0
Kellermania_agaves_52	133	0
Kellermania_agaves_52	134	0
Kellermania_agaves_52	135	0
Kellermania_agaves_52	136	0
Kellermania_agaves_52	137	0
Kellermania_agaves_52	138	0
Kellermania_agaves_52	139	0
Kellermania_agaves_52	140	0
Kellermania_agaves_52	141	0
Kellermania_agaves_52	142	0
Kellermania_agaves_52	143	0
Kellermania_agaves_52	144	0
Kellermania_agaves_52	145	0
Kellermania_agaves_52	146	0
Kellermania_agaves_52	147	0
Kellermania_agaves_52	148	0
Kellermania_agaves_52	149	0
Kellermania_agaves_52	150	0
Kellermania_agaves_52	151	0
Kellermania_agaves_52	152	0
Kellermania_agaves_52	153	0
Kellermania_agaves_52	154	0
Kellermania_agaves_52	155	0
Kellermania_agaves_52	156	0
Kellermania_agaves_52	157	0
Kellermania_agaves_52	158	0
Kellermania_agaves_52	159	0
Kellermania_agaves_52	160	0
Kellermania_agaves_52	161	0
Kellermania_agaves_52	162	0
Kellermania_agaves_52	163	0
Kellermania_agaves_52	164	0
Kellermania_agaves_52	165	0
Kellermania_agaves_52	166	0
Kellermania_agaves_52	167	0
Kellermania_agaves_52	168	0
Kellermania_agaves_52	169	0
Kellermania_agaves_52	170	0
Kellermania_agaves_52	171	0
Kellermania_agaves_52	172	0
Kellermania_agaves_52	173	0
Kellermania_agaves_52	174	0
Kellermania_agaves_52	175	0
Kellermania_agaves_52	176	0
Kellermania_agaves_52	177	0
Kellermania_agaves_52	178	0
Kellermania_agaves_52	179	0
Kellermania_agaves_52	180	0
Kellermania_agaves_52	181	0
Kellermania_agaves_52	182	0
Kellermania_agaves_52	183	0
Kellermania_agaves_52	184	0
Kellermania_agaves_52	185	0
Kellermania_agaves_52	186	0
Kellermania_agaves_52	187	0
Kellermania_agaves_52	188	0
Kellermania_agaves_52	189	0
Kellermania_agaves_52	190	0
Kellermania_agaves_52	191	0
Kellermania_agaves_52	192	0
Kellermania_agaves_52	193	0
Kellermania_agaves_52	194	0
Kellermania_agaves_52	195	0
Kellermania_agaves_52	196	0
Kellermania_agaves_52	197	0
Kellermania_agaves_52	198	0
Kellermania_agaves_52	199	0
Kellermania_agaves_52	200	0
Kellermania_agaves_52	201	0
Kellermania_agaves_52	202	0
Kellermania_agaves_52	203	0
Kellermania_agaves_52	204	0
Kellermania_agaves_52	205	0
Kellermania_agaves_52	206	0
Kellermania_agaves_52	207	0
Kellermania_agaves_52	208	0
Kellermania_agaves_52	209	0
Kellermania_agaves_52	210	0
Kellermania_agaves_52	211	0
Kellermania_agaves_52	212	0
Kellermania_agaves_52	213	0
Kellermania_agaves_52	214	0
Kellermania_agaves_52	215	0
Kellermania_agaves_52	216	0
Kellermania_agaves_52	217	0
Kellermania_agaves_52	218	0
Kellermania_agaves_52	219	0
Kellermania_agaves_52	220	0
Kellermania_agaves_52	221	0
Kellermania_agaves_52	222	0
Kellermania_agaves_52	223	0
Kellermania_agaves_52	224	0
Kellermania_agaves_52	225	0
Kellermania_agaves_52	226	0
Kellermania_agaves_52	227	0
Kellermania_agaves_52	228	0
Kellermania_agaves_52	229	0
Kellermania_agaves_52	230	0
Kellermania_agaves_52	231	0
Kellermania_agaves_52	232	0
Kellermania_agaves_52	233	0
Kellermania_agaves_52	234	0
Kellermania_agaves_52	235	0
Kellermania_agaves_52	236	0
Kellermania_agaves_52	237	0
Kellermania_agaves_52	238	0
Kellermania_agaves_52	239	0
Kellermania_agaves_52	240	0
Kellermania_agaves_52	241	0
Kellermania_agaves_52	242	0
Kellermania_agaves_52	243	0
Kellermania_agaves_52	244	0
Kellermania_agaves_52	245	0
Kellermania_agaves_52	246	0
Kellermania_agaves_52	247	0
Kellermania_agaves_52	248	0
Kellermania_agaves_52	249	0
Kellermania_agaves_52	250	0
Kellermania_agaves_52	251	0
Kellermania_agaves_52	252	0
Kellermania_agaves_52	253	0
Kellermania_agaves_52	254	0
Kellermania_agaves_52	255	0
Kellermania_agaves_52	256	0
Kellermania_agaves_52	257	0
Kellermania_agaves_52	258	0
Kellermania_agaves_52	259	0
Kellermania_agaves_52	260	0
Kellermania_agaves_52	261	0
Kellermania_agaves_52	262	0
Kellermania_agaves_52	263	0
Kellermania_agaves_52	264	0
Kellermania_agaves_52	265	0
Kellermania_agaves_52	266	0
Kellermania_agaves_52	267	0
Kellermania_agaves_52	268	0
Kellermania_agaves_52	269	0
Kellermania_agaves_52	270	0
Kellermania_agaves_52	271	0
Kellermania_agaves_52	272	0
Kellermania_agaves_52	273	0
Kellermania_agaves_52	274	0
Kellermania_agaves_52	275	0
Kellermania_agaves_52	276	0
Kellermania_agaves_52	277	0
Kellermania_agaves_52	278	0
Kellermania_agaves_52	279	0
Kellermania_agaves_52	280	0
Kellermania_agaves_52	281	0
Kellermania_agaves_52	282	0
Kellermania_agaves_52	283	0
Kellermania_agaves_52	284	0
Kellermania_agaves_52	285	0
Kellermania_agaves_52	286	0
Kellermania_agaves_52	287	0
Kellermania_agaves_52	288	0
Kellermania_agaves_52	289	0
Kellermania_agaves_52	290	0
Kellermania_agaves_52	291	0
Kellermania_agaves_52	292	0
Kellermania_agaves_52	293	0
Kellermania_agaves_52	294	0
Kellermania_agaves_52	295	0
Kellermania_agaves_52	296	0
Kellermania_agaves_52	297	0
Kellermania_agaves_52	298	0
Kellermania_agaves_52	299	0
Kellermania_agaves_52	300	0
Kellermania_agaves_52	301	0
Kellermania_agaves_52	302	0
Kellermania_agaves_52	303	0
Kellermania_agaves_52	304	0
Kellermania_agaves_52	305	0
Kellermania_agaves_52	306	0
Kellermania_agaves_52	307	0
Kellermania_agaves_52	308	0
